Region,Destination Country,lat,lon
"21053, ARGOLIDAS, ΝΕΑ ΚΙΟΣ",GREECE,37.5874875,22.7441243
"57300, THESSALONIKI, ΧΑΛΑΣΤΡΑ - ΚΥΜΙΝΑ",GREECE,40.6302101,22.72087
"56533, THESSALONIKI, ΠΟΛΙΧΝΗ",GREECE,40.6639903,22.9661579
"27300, PYRGOS, ΓΑΣΤΟΥΝΗ",GREECE,37.862963,21.2662936
"10443, ATTIKI, ΣΕΠΟΛΙΑ",GREECE,38.0060412,23.7167011
"41223, LARISSA, ΛΑΡΙΣΑ",GREECE,39.6357663,22.4219052
"37002, VOLOS, ΣΚΙΑΘΟΣ",GREECE,39.1545012,23.4568787
TIRANE,ALBANIA,41.3281482,19.8184435
"21060, ARGOLIDAS, ΔΡΕΠΑΝΟ",GREECE,37.540279,22.8924125
"73003, CHANIA, ΚΑΛΥΒΕΣ",GREECE,35.4431421,24.1693869
"64100, KAVALA GREECE, ΕΛΕΥΘΕΡΟΥΠΟΛΗ",GREECE,40.9117545,24.2496697
"10435, ATTIKI, ΜΕΤΑΞΟΥΡΓΕΙΟ",GREECE,37.9831504,23.718824
"18544, PIRAEUS, ΠΕΙΡΑΙΑΣ",GREECE,37.9584693,23.6392477
"11474, ATTIKI, ΠΕΔΙΟ ΑΡΕΩΣ",GREECE,37.9932357,23.7403251
"16777, ATTIKI, ΕΛΛΗΝΙΚΟ",GREECE,37.9020058,23.744755
"17675, ATTIKI, ΚΑΛΛΙΘΕΑ",GREECE,37.9517404,23.6913799
"12102, ΑΤΤΙΚΙ, ΠΕΡΙΣΤΕΡΙ",GREECE,38.0142056,23.6942792
"70200, HERAKLION CRETE, ΤΥΜΠΑΚΙ",GREECE,35.0721916,24.7694305
"63081, HALKIDIKI, ΝΕΟΣ ΜΑΡΜΑΡΑΣ",GREECE,40.0949951,23.7844617
"72300, LASITHI, ΣΗΤΕΙΑ",GREECE,35.2061021,26.1043694
"13562, ATTIKI, ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ",GREECE,38.0269293,23.7175874
"85103, DODECANESE GREECE, ΑΦΑΝΤΟΥ",GREECE,36.2649011,28.1577355
"57010, THESSALONIKI, ΑΣΒΕΣΤΟΧΩΡΙ",GREECE,40.6411804,23.025817
"68132, ALEXANDROUPOLI, ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ",GREECE,40.8461726,25.8770435
"14565, ATTIKI, ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ",GREECE,38.1404062,23.860035
"13561, ATTIKI, ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ",GREECE,38.0269293,23.7175874
"54638, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",GREECE,40.6266729,22.9497965
"70400, HERAKLION CRETE, ΜΟΙΡΕΣ",GREECE,35.0509009,24.8748635
"43131, KARDITSA, ΚΑΡΔΙΤΣΑ",GREECE,39.3755802,21.9215829
"57200, THESSALONIKI, ΛΑΓΚΑΔΑΣ",GREECE,40.7499952,23.0667613
"17778, ATTIKI, ΤΑΥΡΟΣ",GREECE,37.9624859,23.7034811
"35003, FTHIOTIDA, ΣΠΕΡΧΕΙΑΔΑ",GREECE,38.9093329,22.124911
"70007, HERAKLION CRETE, ΜΑΛΙΑ",GREECE,35.287719,25.4580959
"14342, ATTIKI, ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ",GREECE,38.0498036,23.7484127
"17676, ATTIKI, ΚΑΛΛΙΘΕΑ",GREECE,37.9604298,23.7048488
"68500, ALEXANDROUPOLI, ΦΕΡΕΣ",GREECE,40.8950967,26.1704144
"20400, KORINTHOS, ΞΥΛΟΚΑΣΤΡΟ",GREECE,38.0593403,22.5719453
DURRES,ALBANIA,41.313255,19.4462348
"40300, LARISSA, ΦΑΡΣΑΛΑ",GREECE,39.3120322,22.43282
"71601, HERAKLION CRETE, Ν.ΑΛΙΚΑΡΝΑΣΣΟΣ",GREECE,35.3391048,25.1541173
"16344, ATTIKI, ΗΛΙΟΥΠΟΛΗ",GREECE,37.9459923,23.7611446
"18543, PIRAEUS, ΠΕΙΡΑΙΑΣ",GREECE,37.9588013,23.6456982
"10554, ATTIKI, ΨΥΡΡΗ",GREECE,37.979767,23.7270895
"34009, EVOIA, ΑΥΛΩΝΑΡΙ",GREECE,38.5029388,24.1240195
"70300, HERAKLION CRETE, ΑΡΚΑΛΟΧΩΡΙ",GREECE,35.1553143,25.24819
"62121, SERRES GREECE, ΣΕΡΡΕΣ",GREECE,41.0902454,23.5400326
"35004, FTHIOTIDA, ΕΛΑΤΕΙΑ",GREECE,38.617331,22.7829374
"10444, ATTIKI, ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ",GREECE,37.9918423,23.7014918
"26221, ACHAIA, ΠΑΤΡΑ",GREECE,38.2433792,21.7337388
"34008, EVOIA, ΕΡΕΤΡΙΑ",GREECE,38.3985187,23.7905504
"70010, HERAKLION CRETE, ΠΥΡΓΟΣ HERAKLION CRETE",GREECE,35.0084353,25.15515
"43060, KARDITSA, ΜΟΥΖΑΚΙ",GREECE,39.4009388,21.6440609
"62400, SERRES GREECE, ΗΡΑΚΛΕΙΑ",GREECE,41.1505978,23.2846408
"55133, THESSALONIKI, ΚΑΛΑΜΑΡΙΑ",GREECE,40.5838202,22.9577963
"43200, KARDITSA, ΠΑΛΑΜΑΣ",GREECE,39.4730217,22.068437
"19019, ATTIKI, ΣΠΑΤΑ (ΕΛ.ΒΕΝΙΖΕΛΟΣ)",GREECE,37.9372535,23.9546218
"35013, FTHIOTIDA, ΠΕΛΑΣΓΙΑ",GREECE,38.941642,22.8648242
"85106, DODECANESE GREECE, ΠΑΡΑΔΕΙΣΙ",GREECE,36.3408108,28.0380092
"52200, KASTORIA, ΑΡΓΟΣ ΟΡΕΣΤΙΚΟ",GREECE,40.4271064,21.2244772
"59031, IMATHIA, ΜΕΛΙΚΗ",GREECE,40.5187612,22.3965321
"17674, ATTIKI, ΚΑΛΛΙΘΕΑ",GREECE,37.9429199,23.6912282
"26226, ACHAIA, ΠΑΤΡΑ",GREECE,38.2420327,21.7404357
"82131, CHIOS, ΧΙΟΣ",GREECE,38.3710636,26.1370988
"17341, ATTIKI, ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ",GREECE,37.935129,23.7262575
"19400, ATTIKI, ΚΟΡΩΠΙ",GREECE,37.891039,23.8822467
"11527, ATTIKI, ΑΜΠΕΛΟΚΗΠΟΙ",GREECE,37.9916546,23.7691569
"69100, RODOPI GREECE, ΚΟΜΟΤΗΝΗ",GREECE,41.1171078,25.4054806
"65302, KAVALA GREECE, ΚΑΒΑΛΑ",GREECE,40.9377057,24.4109585
"32131, BOEOTIA, ΛΕΒΑΔΕΙΑ",GREECE,38.4333171,22.8859823
"34500, EVOIA, ΑΛΙΒΕΡΙ",GREECE,38.4300507,24.0293455
"54636, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",GREECE,40.6266729,22.9497965
"53100, FLORINA, ΦΛΩΡΙΝΑ",GREECE,40.7793038,21.4057362
"60063, PIERIA GREECE, ΛΕΠΤΟΚΑΡΥΑ",GREECE,40.0501324,22.5694377
"63100, HALKIDIKI, ΠΟΛΥΓΥΡΟΣ",GREECE,40.3705429,23.4564289
"15562, ATTIKI, ΧΟΛΑΡΓΟΣ",GREECE,38.0014097,23.8037437
"82132, CHIOS, ΧΙΟΣ",GREECE,38.3654112,26.1379711
"72053, LASITHI, ΕΛΟΥΝΤΑ",GREECE,35.2639894,25.7217918
83070,GREECE,37.7890431,26.7253648
"62123, SERRES GREECE, ΣΕΡΡΕΣ",GREECE,41.0884642,23.548382
"16561, ATTIKI, ΓΛΥΦΑΔΑ",GREECE,37.8856441,23.7583466
"16343, ATTIKI, ΗΛΙΟΥΠΟΛΗ",GREECE,37.9391494,23.7659181
"15561, ATTIKI, ΧΟΛΑΡΓΟΣ",GREECE,38.0001135,23.7937457
"45444, IOANNINA, ΙΩΑΝΝΙΝΑ",GREECE,39.6710538,20.8507853
"12134, ATTIKI, ΠΕΡΙΣΤΕΡΙ",GREECE,38.0133516,23.6932484
"26441, ACHAIA, ΠΑΤΡΑ",GREECE,38.2597605,21.7426934
"31084, LEFKADA, ΝΥΔΡΙ",GREECE,38.8112267,20.715432
"41335, LARISSA, ΛΑΡΙΣΑ",GREECE,39.6178969,22.4223179
"84005, CYCLADES, ΣΕΡΙΦΟΣ",GREECE,37.1482123,24.5041023
"26442, ACHAIA, ΠΑΤΡΑ",GREECE,38.2597605,21.7426934
"21051, ARGOLIDAS, ΕΡΜΙΟΝΗ",GREECE,37.3848969,23.2498238
"19023, ATTIKI, ΜΑΡΚΟΠΟΥΛΟ",GREECE,37.8960656,24.006371
"10563, ATTIKI, ΠΛΑΤΕΙΑ ΣΥΝΤΑΓΜΑΤΟΣ",GREECE,37.9755158,23.7349503
"14232, ATTIKI, ΝΕΑ ΙΩΝΙΑ",GREECE,38.0321077,23.7517999
"15233, ATTIKI, ΧΑΛΑΝΔΡΙ",GREECE,38.0236439,23.7994229
"44004, IOANNINA, ΔΟΛΙΑΝΑ",GREECE,39.901989,20.5793221
"26504, ACHAIA, ΠΑΤΡΑ",GREECE,38.2597605,21.7426934
"18345, ATTIKI, ΜΟΣΧΑΤΟ",GREECE,37.9533672,23.6847937
"18540, PIRAEUS, ΠΕΙΡΑΙΑΣ",GREECE,37.9504242,23.6520291
"34001, EVOIA, ΚΑΡΥΣΤΟΣ",GREECE,38.0456502,24.4513128
"32001, BOEOTIA, ΑΛΙΑΡΤΟΣ",GREECE,38.3761398,23.0764494
"34600, EVOIA, ΝΕΑ ΑΡΤΑΚΗ",GREECE,38.5899974,23.5644414
"19013, ATTIKI, ΑΝΑΒΥΣΣΟΣ",GREECE,37.7375619,23.9521915
"19010, ATTIKI, ΚΑΛΥΒΙΑ ΘΟΡΙΚΟΥ",GREECE,37.8393059,23.9275534
"84700, CYCLADES, ΘΗΡΑ",GREECE,36.4071118,25.4391145
"49084, CORFU, ΚΑΣΤΕΛΛΑΝΟΙ ΜΕΣΗΣ",GREECE,39.5632978,19.8668427
"11741, ATTIKI, ΚΟΥΚΑΚΙ",GREECE,37.9632112,23.7222559
"67132, XANTHI, ΞΑΝΘΗ",GREECE,41.1429038,24.8894116
"36100, EVRYTANIA, ΚΑΡΠΕΝΗΣΙ",GREECE,38.9149739,21.7943158
"57500, THESSALONIKI, ΕΠΑΝΟΜΗ",GREECE,40.4283368,22.9269435
"56123, THESSALONIKI, ΑΜΠΕΛΟΚΗΠΟΙ",GREECE,40.6538957,22.9265849
"57022, THESSALONIKI, ΒΙ.ΠΕ.Θ.",GREECE,40.6877943,22.8092875
"18120, PIRAEUS, ΚΟΡΥΔΑΛΛΟΣ",GREECE,37.9757594,23.6529122
"74132, RETHYMNO, ΡΕΘΥΜΝΟ",GREECE,35.3653729,24.4746721
"85302, DODECANESE GREECE, ΑΝΤΙΜΑΧΕΙΑ",GREECE,36.8226974,27.0732709
"63074, HALKIDIKI, ΑΡΝΑΙΑ",GREECE,40.4860303,23.5949672
"54640, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",GREECE,40.6266729,22.9497965
"15341, ATTIKI, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ",GREECE,38.0072058,23.8154162
"14451, ATTIKI, ΜΕΤΑΜΟΡΦΩΣΗ",GREECE,38.0564231,23.758949
"35131, FTHIOTIDA, ΛΑΜΙΑ",GREECE,38.8998371,22.4440986
"35300, FTHIOTIDA, ΣΤΥΛΙΔΑ",GREECE,38.8934236,22.6961686
"54630, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",GREECE,40.6396136,22.9400633
"19018, ATTIKI, ΜΑΓΟΥΛΑ",GREECE,38.0792129,23.5265654
"24010, KALAMATA, ΛΟΓΓΑ",GREECE,36.8828114,21.8747007
"13541, ATTIKI, ????? ?????????",GREECE,38.0271706,23.7219903
"73400, CHANIA, ΚΙΣΣΑΜΟΣ",GREECE,35.4730609,23.6657974
"67200, XANTHI, ΕΥΛΑΛΟ",GREECE,40.9822676,24.7985314
"44100, IOANNINA, ΚΟΝΙΤΣΑ",GREECE,40.0782953,20.7105711
"60150, PIERIA GREECE, ΠΑΡΑΛΙΑ PIERIA GREECE",GREECE,40.2497375,22.5584586
"56430, THESSALONIKI, ΣΤΑΥΡΟΥΠΟΛΗ",GREECE,40.6623656,22.9319311
"55132, THESSALONIKI, ΚΑΛΑΜΑΡΙΑ",GREECE,40.575351,22.9556184
"83301, SAMOS GREECE, ΡΑΧΕΣ",GREECE,37.5891706,26.0647009
"30027, AITOLOAKARNANIAS, ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ",GREECE,38.6351855,21.4005562
"84401, CYCLADES, ΝΑΟΥΣΑ ΠΑΡΟΥ",GREECE,37.1211406,25.240822
"27100, PYRGOS, ΠΥΡΓΟΣ PYRGOS",GREECE,37.6941291,21.4083167
"84008, CYCLADES, ΑΜΟΡΓΟΣ",GREECE,36.8441247,25.8641276
"11146, ATTIKI, ΓΑΛΑΤΣΙ",GREECE,38.0185313,23.7518693
"54646, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",GREECE,40.6266729,22.9497965
"16341, ATTIKI, ΗΛΙΟΥΠΟΛΗ",GREECE,37.9265798,23.7512099
"10445, ATTIKI, ΚΑΤΩ ΠΑΤΗΣΙΑ",GREECE,38.0126098,23.7290084
"14561, ATTIKI, ΚΗΦΙΣΙΑ",GREECE,38.0733937,23.8082584
"14234, ATTIKI, ΝΕΑ ΙΩΝΙΑ",GREECE,38.0405156,23.7569715
"57007, THESSALONIKI, ΧΑΛΚΗΔΩΝΑ",GREECE,40.7322538,22.6250631
"16562, ATTIKI, ΓΛΥΦΑΔΑ",GREECE,37.893867,23.7630951
"10676, ATTIKI, ΕΥΑΓΓΕΛΙΣΜΟΣ",GREECE,37.9761258,23.7471036
"35150, FTHIOTIDA, ΡΟΔΙΤΣΑ-ΛΕΙΑΝΟΚΛΑΔΙ",GREECE,38.91473,22.30443
"54645, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",GREECE,40.6266729,22.9497965
"38446, VOLOS, Ν. ΙΩΝΙΑ ΒΟΛΟΥ",GREECE,39.3727626,22.9333437
"11471, ATTIKI, ΝΕΑΠΟΛΗ-ΕΞΑΡΧΕΙΑ",GREECE,37.9866775,23.7457744
"26334, ACHAIA, ΠΑΤΡΑ",GREECE,38.2420327,21.7404357
"64004, KAVALA GREECE, ΘΑΣΟΣ",GREECE,40.73789,24.7249697
"53071, FLORINA, ΜΕΛΙΤΗ",GREECE,40.835,21.5847519
"26335, ACHAIA, ΠΑΤΡΑ",GREECE,38.2420327,21.7404357
"16672, ATTIKI, ΒΑΡΗ",GREECE,37.8333268,23.8024356
"11744, ATTIKI, ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ",GREECE,37.9874758,23.7128101
"82102, CHIOS, ΚΑΛΑΜΩΤΗ",GREECE,38.2348224,26.0455093
"11523, ATTIKI, ΑΜΠΕΛΟΚΗΠΟΙ",GREECE,37.9853471,23.7608929
"18757, PIRAEUS, ΚΕΡΑΤΣΙΝΙ",GREECE,37.9717374,23.6280661
"55534, THESSALONIKI, ΠΥΛΑΙΑ",GREECE,40.6122048,22.993408
"68131, ALEXANDROUPOLI, ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ",GREECE,40.8462488,25.8652098
"35133, FTHIOTIDA, ΛΑΜΙΑ",GREECE,38.8910803,22.4413374
"22200, ARKADIAS, ΜΕΓΑΛΟΠΟΛΗ",GREECE,37.4006101,22.1353306
14352,GREECE,38.045,23.746
"66300, DRAMA, ΔΟΞΑΤΟ",GREECE,41.0808445,24.2380303
60188,GREECE,40.2669,22.4768
"21250, ARGOLIDAS, ΝΕΑ ΚΙΟΣ ARGOLIDAS",GREECE,37.5874004,22.7445966
"37006, VOLOS, ΑΡΓΑΛΑΣΤΗ",GREECE,39.2031194,23.244001
"57001, THESSALONIKI, ΘΕΡΜΗ",GREECE,40.5646269,22.9768585
"17561, ATTIKI, ΠΑΛΑΙΟ ΦΑΛΗΡΟ",GREECE,37.9300512,23.6912086
"23053, SPARTI, ΝΕΑΠΟΛΗ SPARTI",GREECE,36.5336019,23.0187731
"11524, ATTIKI, ΝΕΑ ΦΙΛΟΘΕΗ",GREECE,38.0221347,23.7848706
"14572, ATTIKI, ΔΡΟΣΙΑ",GREECE,38.1204115,23.8583269
"30131, AITOLOAKARNANIAS, ΑΓΡΙΝΙΟ",GREECE,38.6216702,21.4073398
83070,GREECE,37.7890431,26.7253648
"47132, ARTA GREECE, ΑΡΤΑ",GREECE,39.1610477,20.9844358
"16345, ATTIKI, ΗΛΙΟΥΠΟΛΗ",GREECE,37.9374637,23.7556518
"85200, DODECANESE GREECE, ΚΑΛΥΜΝΟΣ",GREECE,36.982577,26.968252
"10553, ATTIKI, ΠΛ. ΚΟΥΜΟΥΝΔΟΥΡΟΥ",GREECE,37.9804848,23.7217113
"38500, VOLOS, ΒΟΛΟΣ",GREECE,39.3898689,22.9464471
"18545, PIRAEUS, ΠΕΙΡΑΙΑΣ",GREECE,37.9525372,23.6414044
"17235, ATTIKI, ΔΑΦΝΗ",GREECE,37.9493838,23.7340942
"59300, IMATHIA, ΑΛΕΞΑΝΔΡΕΙΑ",GREECE,40.62137,22.4434374
"30012, AITOLOAKARNANIAS, ΠΑΛΑΙΡΟΣ",GREECE,38.7834938,20.8827404
"32200, BOEOTIA, ΘΗΒΑ",GREECE,38.3200705,23.3175613
22860,GREECE,36.40255,25.472894
"63078, HALKIDIKI, ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ",GREECE,40.2489804,23.6945331
"85102, DODECANESE GREECE, ΑΡΧΑΓΓΕΛΟΣ",GREECE,36.2087469,28.1206807
"18900, PIRAEUS, ΣΑΛΑΜΙΝΑ",GREECE,37.9649928,23.5022445
73104,GREECE,35.5216875,23.8736629
"84502, CYCLADES, ΚΟΡΘΙΟ",GREECE,37.7737588,24.926785
"27065, PYRGOS, ΑΡΧΑΙΑ ΟΛΥΜΠΙΑ",GREECE,37.6559859,21.64442
"73006, CHANIA, ΚΟΛΥΜΒΑΡΙ",GREECE,35.5391651,23.7817897
"84300, CYCLADES, ΝΑΞΟΣ",GREECE,37.0678004,25.4204973
"54624, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",GREECE,40.6266729,22.9497965
"11631, ATTIKI, ΓΟΥΒΑ",GREECE,37.9619825,23.7440196
"27050, PYRGOS, ΒΑΡΘΟΛΟΜΙΟ",GREECE,37.866295,21.1520751
"15342, ATTIKI, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ",GREECE,38.0083666,23.8250496
"10551, ATTIKI, ΧΡΥΣΟΣΠΗΛΙΩΤΙΣΣΑ",GREECE,37.9791278,23.7285193
"54248, THESSALONIKI, ΘΕΣΣΑΛΟΝΙΚΗ",GREECE,40.6266729,22.9497965
"12132, ATTIKI, ΠΕΡΙΣΤΕΡΙ",GREECE,38.0086374,23.7034678
"20007, KORINTHOS, ΑΡΧΑΙΑ ΚΟΡΙΝΘΟΣ",GREECE,37.8952254,22.8973428
"11525, ATTIKI, ΕΛΛΗΝΟΡΩΣΣΩΝ",GREECE,37.9974095,23.7737106
"68002, ALEXANDROUPOLI, ΣΑΜΟΘΡΑΚΗ",GREECE,40.4617264,25.5389478
"17673, ATTIKI, ΚΑΛΛΙΘΕΑ",GREECE,37.9497164,23.7002085
"17562, ATTIKI, ΠΑΛΑΙΟ ΦΑΛΗΡΟ",GREECE,37.924916,23.6999962
"33054, FOKIDA, ΔΕΛΦΟΙ",GREECE,38.4811538,22.5005486
"27055, PYRGOS, ΚΡΕΣΤΕΝΑ",GREECE,37.5819494,21.5996387
"35009, FTHIOTIDA, ΜΩΛΟΣ",GREECE,38.7815755,22.6564055
"11632, ATTIKI, ΑΓΙΟΣ ΑΡΤΕΜΙΟΣ",GREECE,37.9619825,23.7440196
"40001, LARISSA, ΚΡΑΝΕΑ",GREECE,39.9521555,21.9697616
"35005, FTHIOTIDA, ΜΑΡΤΙΝΟ",GREECE,38.5682015,23.2127932
"68300, ALEXANDROUPOLI, ΔΙΔΥΜΟΤΕΙΧΟ",GREECE,41.3627513,26.4821425
"15349, ATTIKI, ΑΝΘΟΥΣΑ",GREECE,38.0156289,23.8667645
"40006, LARISSA, ΣΥΚΟΥΡΙ",GREECE,39.7886865,22.5763417
"11253, ATTIKI, ΠΛΑΤΕΙΑ ΚΟΛΙΑΤΣΟΥ",GREECE,38.010064,23.7349337
"83200, SAMOS GREECE, ΚΑΡΛΟΒΑΣΙ",GREECE,37.7890431,26.7253648
"35007, FTHIOTIDA, ΛΙΒΑΝΑΤΕΣ",GREECE,38.7097991,23.0498419
"47131, ARTA GREECE, ΑΡΤΑ",GREECE,39.1582,20.9877
"11854, ATTIKI, ΡΟΥΦ",GREECE,37.979641,23.7142042
"81132, LESVOS, ΜΥΤΙΛΗΝΗ",GREECE,39.1748655,26.5066789
"27131, PYRGOS, ΠΥΡΓΟΣ",GREECE,37.6735519,21.4324634
15841,GREECE,38.11035,23.83505
"64008, KAVALA GREECE, ΜΟΥΣΘΕΝΗ",GREECE,40.8212631,24.0410423
"37003, VOLOS, ΣΚΟΠΕΛΟΣ",GREECE,39.1215094,23.7157471
"84009, CYCLADES, ΑΝΑΦΗ",GREECE,36.3506494,25.7700416
"10672, ATTIKI, ΕΞΑΡΧΕΙΑ",GREECE,37.9867045,23.7348729
"24600, KALAMATA, ΧΩΡΑ",GREECE,37.07859,21.7490964
"57008, THESSALONIKI, ΙΩΝΙΑ ΘΕΣ/ΝΙΚΗΣ",GREECE,40.6888612,22.8555901
"11252, ATTIKI, ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ",GREECE,38.00002,23.7337137
"41334, LARISSA, ΛΑΡΙΣΑ",GREECE,39.6248082,22.3967726
"22132, ARKADIAS, ΤΡΙΠΟΛΗ",GREECE,37.5109233,22.3726737
"48062, PREVEZA, ΚΑΝΑΛΑΚΙ",GREECE,39.2327974,20.5992683
"50131, KOZANI, ΚΟΖΑΝΗ",GREECE,40.3026592,21.7883992
"85107, DODECANESE GREECE, ΛΙΝΔΟΣ",GREECE,36.0822826,28.0720411
"20131, KORINTHOS, ΚΟΡΙΝΘΟΣ",GREECE,37.9397622,22.9336692
65211,GREECE,40.9365,24.4095
"71408, HERAKLION CRETE, ΝΕΑ ΑΛΙΚΑΡΝΑΣΣΟΣ",GREECE,35.3176607,25.1761539
"27200, PYRGOS, ΑΜΑΛΙΑΔΑ",GREECE,37.779562,21.3187275
16542,GREECE,37.906,23.75
"12135, ATTIKI, ΠΕΡΙΣΤΕΡΙ",GREECE,38.0198665,23.6907616
"15773, ATTIKI, ΖΩΓΡΑΦΟΣ",GREECE,37.9792813,23.7698655
"50010, KOZANI, ΚΡΟΚΟΣ",GREECE,40.2622817,21.8166341
"20500, KORINTHOS, ΝΕΜΕΑ",GREECE,37.7831066,22.6954461
"17121, ATTIKI, ΝΕΑ ΣΜΥΡΝΗ",GREECE,37.9492851,23.7122759
"42200, TRIKALA, ΚΑΛΑΜΠΑΚΑ",GREECE,39.6965636,21.5783641
"85700, DODECANESE GREECE, ΚΑΡΠΑΘΟΣ",GREECE,35.5531476,27.1812217
"35132, FTHIOTIDA, ΛΑΜΙΑ",GREECE,38.8946968,22.412054
"14569, ATTIKI, ΑΝΟΙΞΗ",GREECE,38.132904,23.8609319
"46200, THESPROTIA, ΠΑΡΑΜΥΘΙΑ",GREECE,39.4658248,20.5127897
"16451, ATTIKI, ΑΡΓΥΡΟΥΠΟΛΗ",GREECE,37.9110067,23.7522128
"11364, ATTIKI, ΚΥΨΕΛΗ",GREECE,37.9960777,23.7224191
"16342, ATTIKI, ΗΛΙΟΥΠΟΛΗ",GREECE,37.9298994,23.758799
65203,GREECE,40.936499,24.4095
"12136, ATTIKI, ΠΕΡΙΣΤΕΡΙ",GREECE,38.0050657,23.6872236
"13341, ATTIKI, ΑΝΩ ΛΙΟΣΙΑ",GREECE,38.0871152,23.706318
"73300, CHANIA, ΜΟΥΡΝΙΕΣ",GREECE,35.4993505,24.0033839
"26224, ACHAIA, ΠΑΤΡΑ",GREECE,38.2433792,21.7337388
"30400, AITOLOAKARNANIAS, ΑΙΤΩΛΙΚΟ",GREECE,38.4717926,21.3447602
"85600, DODECANESE GREECE, ΣΥΜΗ",GREECE,36.6045477,27.8365255
"60200, PIERIA GREECE, ΛΙΤΟΧΩΡΟ",GREECE,40.1093195,22.5121485
"68150, ALEXANDROUPOLI, ΛΕΠΤΟΚΑΡΥΑ",GREECE,41.0681332,25.9046014
"83302, SAMOS GREECE, ΕΥΔΗΛΟΣ",GREECE,37.6168195,26.170835
"57400, THESSALONIKI, ΣΙΝΔΟΣ",GREECE,40.6868849,22.81478
"56625, THESSALONIKI, ΣΥΚΙΕΣ",GREECE,40.6475366,22.9484317
"63080, HALKIDIKI, ΝΕΑ ΚΑΛΛΙΚΡΑΤΕΙΑ",GREECE,40.3123844,23.0632627
"11528, ATTIKI, ΧΙΛΤΟΝ",GREECE,37.9757256,23.7522576
"14578, ATTIKI, ΕΚΑΛΗ",GREECE,38.1068395,23.8425642
"66132, DRAMA, ΔΡΑΜΑ",GREECE,41.150402,24.1472335
"57004, THESSALONIKI, ΝΕΑ ΜΗCHANIAΑ",GREECE,40.4662804,22.8625004
"84200, CYCLADES, ΤΗΝΟΣ",GREECE,37.5643531,25.1712754
"83400, SAMOS GREECE, ΦΟΥΡΝΟΙ",GREECE,37.5849985,26.493743
"68400, ALEXANDROUPOLI, ΣΟΥΦΛΙ",GREECE,41.1952305,26.2603501
"43300, KARDITSA, ΣΟΦΑΔΕΣ",GREECE,39.3372731,22.0973474
"31080, LEFKADA, ΚΑΡΥΑ ΛΕΥΚΑΔΑΣ",GREECE,38.7686023,20.6486084
"19004, ATTIKI, ΣΠΑΤΑ",GREECE,37.9739848,23.9134905
"60133, PIERIA GREECE, ΚΑΤΕΡΙΝΗ",GREECE,40.2739523,22.5031046
"11141, ATTIKI, ΠΑΤΗΣΙΑ",GREECE,38.0231229,23.7362391
17451,GREECE,37.91033,23.72361
"29092, ZAKYNTHOS, ΜΑΧΑΙΡΑΔΟ",GREECE,37.7584011,20.8102729
"57003, THESSALONIKI, ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ",GREECE,40.7143185,22.7292872
Thessaloniki,GREECE,40.6403167,22.9352716
Attica,GREECE,37.87213,23.7975272
Kozani,GREECE,40.3007259,21.7883119
Xanthi,GREECE,41.13805,24.8864089
Corinth,GREECE,37.9385413,22.9273768
Patra,GREECE,38.246242,21.7350847
Alexandroupoli,GREECE,40.845666,25.8778814
Larisa,GREECE,39.6383092,22.4160706
Piraeus,GREECE,37.9431594,23.6470593
Athens,GREECE,37.9755648,23.7348324
Komotini,GREECE,41.1182,25.4035708
Ionian Islands,GREECE,37.7891384,20.7900896
Ioannina,GREECE,39.6639818,20.8522784
Creta,GREECE,35.3084952,24.4633423
Kapuvar,HUNGARY,47.5936871,17.0274744
Komarom,HUNGARY,47.7417349,18.1218256
Budapest,HUNGARY,47.4978789,19.0402383
Paty,HUNGARY,47.5154504,18.8271695
SOFIA,HUNGARY,46.2562585,20.1417865
Yambol,BULGARIA,42.311889,26.5636852
Nice,FRANCE,43.7009358,7.2683912
Levice,SLOVAKIA,48.2163194,18.6000869
UVEGGYAR,HUNGARY,46.5777065,20.6870407
Serres,GREECE,41.0910711,23.5498031
Rhodes,GREECE,36.1725297,27.9194016
Lamia,GREECE,38.8993832,22.433582
SERBIA,,44.8153318,20.4456588
